step,action,eef_pos,obj_pos,eef_abstract_state,obj_abstract_state,grid_half_size
0,"[-0.0788229  -0.21074143  0.          0.          0.          0.
 -1.        ]",[-0.09867704  0.01516245  1.00818606 -1.        ],[-0.16666632 -0.16666632  0.91774327],1,0,[0.25 0.25 0.05]
1,"[-0.07880328 -0.21074877  0.          0.          0.          0.
 -1.        ]",[-0.09943901  0.01335731  1.00829374 -1.        ],[-0.16666653 -0.16666653  0.92138461],1,0,[0.25 0.25 0.05]
2,"[-0.07871391 -0.21078217  0.          0.          0.          0.
 -1.        ]",[-0.1002807   0.01139142  1.00841434 -1.        ],[-0.16666664 -0.16666664  0.92317686],1,0,[0.25 0.25 0.05]
3,"[-0.07860213 -0.21082387  0.          0.          0.          0.
 -1.        ]",[-0.10114258  0.00929564  1.00853437 -1.        ],[-0.1666667  -0.1666667   0.92403937],1,0,[0.25 0.25 0.05]
4,"[-0.07851743 -0.21085543  0.          0.          0.          0.
 -1.        ]",[-0.10201709  0.00707493  1.00864711 -1.        ],[-0.16666673 -0.16666673  0.9244291 ],1,0,[0.25 0.25 0.05]
5,"[-0.07846672 -0.21087431  0.          0.          0.          0.
 -1.        ]",[-0.10290428  0.00473912  1.00875046 -1.        ],[-0.16666674 -0.16666674  0.92461059],1,0,[0.25 0.25 0.05]
6,"[-0.07844724 -0.21088156  0.          0.          0.          0.
 -1.        ]",[-0.10380449  0.00230415  1.00884407 -1.        ],[-0.16666675 -0.16666675  0.92469846],1,0,[0.25 0.25 0.05]
7,"[-0.07845338 -0.21087927  0.          0.          0.          0.
 -1.        ]",[-1.04717447e-01 -2.11600610e-04  1.00892840e+00 -1.00000000e+00],[-0.16666676 -0.16666676  0.92474172],1,0,[0.25 0.25 0.05]
8,"[-0.07847894 -0.21086976  0.          0.          0.          0.
 -1.        ]",[-0.10564226 -0.00279051  1.00900432 -1.        ],[-0.16666677 -0.16666677  0.92476317],1,0,[0.25 0.25 0.05]
9,"[-0.07851847 -0.21085505  0.          0.          0.          0.
 -1.        ]",[-0.10657754 -0.00541677  1.00907298 -1.        ],[-0.16666678 -0.16666678  0.92477385],1,0,[0.25 0.25 0.05]
